,Scenario #,Logic Gate #,Logic Gate Description, Terminal Nodes,Terminal Nodes (X#s),Occurrence Probability,Phases
2207,S37,2.2.2,attack other than polls,2.2.2.5,X109,0.061111110999999996,3.0
2208,S37,2.2.2,attack other than polls,2.2.2.6.1,X110,0.083333333,3.0
2209,S37,2.2.2,attack other than polls,2.2.2.6.2,X111,0.105555556,3.0
2210,S37,2.2.2,attack other than polls,2.2.2.6.3,X112,0.07777777799999999,3.0
2211,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.1, 2.2.2.1.3.1","X93, X94, X103",0.00032683127611893,"1.0, 2.0, 2.0"
2212,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.1, 2.2.2.1.3.2","X93, X94, X104",0.0005348148142518518,"1.0, 2.0, 3.0"
2213,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.1, 2.2.2.1.3.3","X93, X94, X105",0.0005570987626172838,"1.0, 2.0, 2.0"
2214,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.2, 2.2.2.1.3.1","X93, X95, X103",0.00018921810608600823,"1.0, 1.0, 2.0"
2215,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.2, 2.2.2.1.3.2","X93, X95, X104",0.000309629627437037,"1.0, 1.0, 3.0"
2216,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.2, 2.2.2.1.3.3","X93, X95, X105",0.00032253086062345674,"1.0, 1.0, 2.0"
2217,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.3, 2.2.2.1.3.1","X93, X96, X103",0.00020641975350123456,"1.0, 1.0, 2.0"
2218,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.3, 2.2.2.1.3.2","X93, X96, X104",0.00033777777768888886,"1.0, 1.0, 3.0"
2219,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.3, 2.2.2.1.3.3","X93, X96, X105",0.0003518518503518518,"1.0, 1.0, 2.0"
2220,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.4, 2.2.2.1.3.1","X93, X97, X103",0.0002408230452353909,"1.0, 2.0, 2.0"
2221,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.4, 2.2.2.1.3.2","X93, X97, X104",0.00039407407312592584,"1.0, 2.0, 3.0"
2222,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.4, 2.2.2.1.3.3","X93, X97, X105",0.00041049382453086405,"1.0, 2.0, 2.0"
2223,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.5, 2.2.2.1.3.1","X93, X98, X103",0.00017201646176707818,"1.0, 2.0, 2.0"
2224,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.5, 2.2.2.1.3.2","X93, X98, X104",0.0002814814822518518,"1.0, 2.0, 3.0"
2225,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.5, 2.2.2.1.3.3","X93, X98, X105",0.0002932098761728394,"1.0, 2.0, 2.0"
2226,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.6, 2.2.2.1.3.1","X93, X99, X103",0.00018921810608600823,"1.0, 2.0, 2.0"
2227,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.6, 2.2.2.1.3.2","X93, X99, X104",0.000309629627437037,"1.0, 2.0, 3.0"
2228,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.6, 2.2.2.1.3.3","X93, X99, X105",0.00032253086062345674,"1.0, 2.0, 2.0"
2229,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.7, 2.2.2.1.3.1","X93, X100, X103",0.00020641975350123456,"1.0, 2.0, 2.0"
2230,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.7, 2.2.2.1.3.2","X93, X100, X104",0.00033777777768888886,"1.0, 2.0, 3.0"
2231,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.7, 2.2.2.1.3.3","X93, X100, X105",0.0003518518503518518,"1.0, 2.0, 2.0"
2232,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.8, 2.2.2.1.3.1","X93, X101, X103",0.0002408230452353909,"1.0, 2.0, 2.0"
2233,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.8, 2.2.2.1.3.2","X93, X101, X104",0.00039407407312592584,"1.0, 2.0, 3.0"
2234,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.8, 2.2.2.1.3.3","X93, X101, X105",0.00041049382453086405,"1.0, 2.0, 2.0"
2235,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.9, 2.2.2.1.3.1","X93, X102, X103",0.00016169547207942387,"1.0, 2.0, 2.0"
2236,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.9, 2.2.2.1.3.2","X93, X102, X104",0.00026459259007407404,"1.0, 2.0, 3.0"
2237,S37,2.2.2,attack other than polls,"2.2.2.1.1, 2.2.2.1.2.9, 2.2.2.1.3.3","X93, X102, X105",0.0002756172802246913,"1.0, 2.0, 2.0"
2238,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.1, 2.2.2.1.3.1","X93, X94, X103",0.00032683127611893,"1.0, 2.0, 2.0"
2239,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.1, 2.2.2.1.3.2","X93, X94, X104",0.0005348148142518518,"1.0, 2.0, 3.0"
2240,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.1, 2.2.2.1.3.3","X93, X94, X105",0.0005570987626172838,"1.0, 2.0, 2.0"
2241,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.2, 2.2.2.1.3.1","X93, X95, X103",0.00018921810608600823,"1.0, 1.0, 2.0"
2242,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.2, 2.2.2.1.3.2","X93, X95, X104",0.000309629627437037,"1.0, 1.0, 3.0"
2243,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.2, 2.2.2.1.3.3","X93, X95, X105",0.00032253086062345674,"1.0, 1.0, 2.0"
2244,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.3, 2.2.2.1.3.1","X93, X96, X103",0.00020641975350123456,"1.0, 1.0, 2.0"
2245,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.3, 2.2.2.1.3.2","X93, X96, X104",0.00033777777768888886,"1.0, 1.0, 3.0"
2246,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.3, 2.2.2.1.3.3","X93, X96, X105",0.0003518518503518518,"1.0, 1.0, 2.0"
2247,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.4, 2.2.2.1.3.1","X93, X97, X103",0.0002408230452353909,"1.0, 2.0, 2.0"
2248,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.4, 2.2.2.1.3.2","X93, X97, X104",0.00039407407312592584,"1.0, 2.0, 3.0"
2249,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.4, 2.2.2.1.3.3","X93, X97, X105",0.00041049382453086405,"1.0, 2.0, 2.0"
2250,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.5, 2.2.2.1.3.1","X93, X98, X103",0.00017201646176707818,"1.0, 2.0, 2.0"
2251,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.5, 2.2.2.1.3.2","X93, X98, X104",0.0002814814822518518,"1.0, 2.0, 3.0"
2252,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.5, 2.2.2.1.3.3","X93, X98, X105",0.0002932098761728394,"1.0, 2.0, 2.0"
2253,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.6, 2.2.2.1.3.1","X93, X99, X103",0.00018921810608600823,"1.0, 2.0, 2.0"
2254,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.6, 2.2.2.1.3.2","X93, X99, X104",0.000309629627437037,"1.0, 2.0, 3.0"
2255,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.6, 2.2.2.1.3.3","X93, X99, X105",0.00032253086062345674,"1.0, 2.0, 2.0"
2256,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.7, 2.2.2.1.3.1","X93, X100, X103",0.00020641975350123456,"1.0, 2.0, 2.0"
2257,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.7, 2.2.2.1.3.2","X93, X100, X104",0.00033777777768888886,"1.0, 2.0, 3.0"
2258,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.7, 2.2.2.1.3.3","X93, X100, X105",0.0003518518503518518,"1.0, 2.0, 2.0"
2259,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.8, 2.2.2.1.3.1","X93, X101, X103",0.0002408230452353909,"1.0, 2.0, 2.0"
2260,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.8, 2.2.2.1.3.2","X93, X101, X104",0.00039407407312592584,"1.0, 2.0, 3.0"
2261,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.8, 2.2.2.1.3.3","X93, X101, X105",0.00041049382453086405,"1.0, 2.0, 2.0"
2262,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.9, 2.2.2.1.3.1","X93, X102, X103",0.00016169547207942387,"1.0, 2.0, 2.0"
2263,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.9, 2.2.2.1.3.2","X93, X102, X104",0.00026459259007407404,"1.0, 2.0, 3.0"
2264,S38,2.2.2.1,attack ballots,"2.2.2.1.1, 2.2.2.1.2.9, 2.2.2.1.3.3","X93, X102, X105",0.0002756172802246913,"1.0, 2.0, 2.0"
2265,S39,2.2.2.1.2,tamper with ballots,2.2.2.1.2.1,X94,0.105555556,2.0
2266,S39,2.2.2.1.2,tamper with ballots,2.2.2.1.2.2,X95,0.061111110999999996,1.0
2267,S39,2.2.2.1.2,tamper with ballots,2.2.2.1.2.3,X96,0.066666667,1.0
2268,S39,2.2.2.1.2,tamper with ballots,2.2.2.1.2.4,X97,0.07777777799999999,2.0
2269,S39,2.2.2.1.2,tamper with ballots,2.2.2.1.2.5,X98,0.055555556,2.0
2270,S39,2.2.2.1.2,tamper with ballots,2.2.2.1.2.6,X99,0.061111110999999996,2.0
2271,S39,2.2.2.1.2,tamper with ballots,2.2.2.1.2.7,X100,0.066666667,2.0
2272,S39,2.2.2.1.2,tamper with ballots,2.2.2.1.2.8,X101,0.07777777799999999,2.0
2273,S39,2.2.2.1.2,tamper with ballots,2.2.2.1.2.9,X102,0.052222222,2.0
2274,S40,2.2.2.1.3,replace ballots,2.2.2.1.3.1,X103,0.048888889000000005,2.0
2275,S40,2.2.2.1.3,replace ballots,2.2.2.1.3.2,X104,0.08,3.0
2276,S40,2.2.2.1.3,replace ballots,2.2.2.1.3.3,X105,0.083333333,2.0
2277,S41,2.2.2.6,attack tabulated results,2.2.2.6.1,X110,0.083333333,3.0
2278,S41,2.2.2.6,attack tabulated results,2.2.2.6.2,X111,0.105555556,3.0
2279,S41,2.2.2.6,attack tabulated results,2.2.2.6.3,X112,0.07777777799999999,3.0
2280,S42,3,subvert voting process,N/A,N/A,N/A,N/A
2281,S43,3.1,target polling places,3.1.1,X113,0.12222222199999999,2.0
2282,S43,3.1,target polling places,3.1.2,X114,0.055555556,2.0
2283,S43,3.1,target polling places,3.1.3,X115,0.061111110999999996,2.0
2284,S43,3.1,target polling places,3.1.4,X116,0.072222222,2.0
2285,S43,3.1,target polling places,3.1.5,X117,0.11333333300000001,2.0
2286,S44,3.2,form attack team,"3.2.1.1, 3.2.1.2, 3.2.1.3, 3.2.1.4, 3.2.1.5","X118, X119, X120, X121, X122",1.1065386423319616e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2287,S44,3.2,form attack team,3.2.2,X123,0.055555556,2.0
2288,S44,3.2,form attack team,3.2.3,X124,0.052222222,2.0
2289,S45,3.2.1,use cell captains,"3.2.1.1, 3.2.1.2, 3.2.1.3, 3.2.1.4, 3.2.1.5","X118, X119, X120, X121, X122",1.1065386423319616e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2290,S46,3.3,commit vote fraud attack,"3.3.1.1, 3.3.1.2, 3.3.1.3","X125, X126, X127",0.00029423868315843623,"2.0, 2.0, 2.0"
2291,S46,3.3,commit vote fraud attack,"3.3.2.3.1, 3.3.2.3.2, 3.3.2.3.3, 3.3.2.3.4, 3.3.2.3.5","X135, X136, X137, X138, X139",4.3209876925925915e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2292,S46,3.3,commit vote fraud attack,3.3.4.1,X153,0.046666667,2.0
2293,S46,3.3,commit vote fraud attack,3.3.4.2,X154,0.06888888900000001,2.0
2294,S46,3.3,commit vote fraud attack,3.3.4.3,X155,0.072222222,2.0
2295,S46,3.3,commit vote fraud attack,3.3.2.1.1,X128,0.052222222,1.0
2296,S46,3.3,commit vote fraud attack,3.3.2.1.2,X129,0.07777777799999999,1.0
2297,S46,3.3,commit vote fraud attack,3.3.2.1.3,X130,0.052222222,1.0
2298,S46,3.3,commit vote fraud attack,3.3.2.1.4,X131,0.057777777999999995,1.0
2299,S46,3.3,commit vote fraud attack,3.3.2.2.1,X132,0.043333332999999995,1.0
2300,S46,3.3,commit vote fraud attack,3.3.2.2.2,X133,0.072222222,1.0
2301,S46,3.3,commit vote fraud attack,3.3.2.2.3,X134,0.052222222,1.0
2302,S46,3.3,commit vote fraud attack,"3.3.3.4, 3.3.3.2.1, 3.3.3.3.1","X152, X146, X148",0.00036968450075445803,"2.0, 2.0, 2.0"
2303,S46,3.3,commit vote fraud attack,"3.3.3.4, 3.3.3.2.1, 3.3.3.3.2","X152, X146, X149",0.0002640603590397805,"2.0, 2.0, 2.0"
2304,S46,3.3,commit vote fraud attack,"3.3.3.4, 3.3.3.2.1, 3.3.3.3.3","X152, X146, X150",0.0003432784629492455,"2.0, 2.0, 2.0"
2305,S46,3.3,commit vote fraud attack,"3.3.3.4, 3.3.3.2.1, 3.3.3.3.4","X152, X146, X151",0.00031687242989711926,"2.0, 2.0, 2.0"
2306,S46,3.3,commit vote fraud attack,"3.3.3.4, 3.3.3.2.2, 3.3.3.3.1","X152, X147, X148",0.00036968450075445803,"2.0, 2.0, 2.0"
2307,S46,3.3,commit vote fraud attack,"3.3.3.4, 3.3.3.2.2, 3.3.3.3.2","X152, X147, X149",0.0002640603590397805,"2.0, 2.0, 2.0"
2308,S46,3.3,commit vote fraud attack,"3.3.3.4, 3.3.3.2.2, 3.3.3.3.3","X152, X147, X150",0.0003432784629492455,"2.0, 2.0, 2.0"
2309,S46,3.3,commit vote fraud attack,"3.3.3.4, 3.3.3.2.2, 3.3.3.3.4","X152, X147, X151",0.00031687242989711926,"2.0, 2.0, 2.0"
2310,S46,3.3,commit vote fraud attack,"3.3.3.4, 3.3.3.2.1, 3.3.3.3.1","X152, X146, X148",0.00036968450075445803,"2.0, 2.0, 2.0"
2311,S46,3.3,commit vote fraud attack,"3.3.3.4, 3.3.3.2.1, 3.3.3.3.2","X152, X146, X149",0.0002640603590397805,"2.0, 2.0, 2.0"
2312,S46,3.3,commit vote fraud attack,"3.3.3.4, 3.3.3.2.1, 3.3.3.3.3","X152, X146, X150",0.0003432784629492455,"2.0, 2.0, 2.0"
2313,S46,3.3,commit vote fraud attack,"3.3.3.4, 3.3.3.2.1, 3.3.3.3.4","X152, X146, X151",0.00031687242989711926,"2.0, 2.0, 2.0"
2314,S46,3.3,commit vote fraud attack,"3.3.3.4, 3.3.3.2.2, 3.3.3.3.1","X152, X147, X148",0.00036968450075445803,"2.0, 2.0, 2.0"
2315,S46,3.3,commit vote fraud attack,"3.3.3.4, 3.3.3.2.2, 3.3.3.3.2","X152, X147, X149",0.0002640603590397805,"2.0, 2.0, 2.0"
2316,S46,3.3,commit vote fraud attack,"3.3.3.4, 3.3.3.2.2, 3.3.3.3.3","X152, X147, X150",0.0003432784629492455,"2.0, 2.0, 2.0"
2317,S46,3.3,commit vote fraud attack,"3.3.3.4, 3.3.3.2.2, 3.3.3.3.4","X152, X147, X151",0.00031687242989711926,"2.0, 2.0, 2.0"
2318,S47,3.3.1,perform chain vote,"3.3.1.1, 3.3.1.2, 3.3.1.3","X125, X126, X127",0.00029423868315843623,"2.0, 2.0, 2.0"
2319,S48,3.3.2,perform impersonation attack,"3.3.2.3.1, 3.3.2.3.2, 3.3.2.3.3, 3.3.2.3.4, 3.3.2.3.5","X135, X136, X137, X138, X139",4.3209876925925915e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2320,S48,3.3.2,perform impersonation attack,3.3.2.1.1,X128,0.052222222,1.0
2321,S48,3.3.2,perform impersonation attack,3.3.2.1.2,X129,0.07777777799999999,1.0
2322,S48,3.3.2,perform impersonation attack,3.3.2.1.3,X130,0.052222222,1.0
2323,S48,3.3.2,perform impersonation attack,3.3.2.1.4,X131,0.057777777999999995,1.0
2324,S48,3.3.2,perform impersonation attack,3.3.2.2.1,X132,0.043333332999999995,1.0
2325,S48,3.3.2,perform impersonation attack,3.3.2.2.2,X133,0.072222222,1.0
2326,S48,3.3.2,perform impersonation attack,3.3.2.2.3,X134,0.052222222,1.0
2327,S49,3.3.2.1,create fraudulent voter registrations,3.3.2.1.1,X128,0.052222222,1.0
2328,S49,3.3.2.1,create fraudulent voter registrations,3.3.2.1.2,X129,0.07777777799999999,1.0
2329,S49,3.3.2.1,create fraudulent voter registrations,3.3.2.1.3,X130,0.052222222,1.0
2330,S49,3.3.2.1,create fraudulent voter registrations,3.3.2.1.4,X131,0.057777777999999995,1.0
2331,S50,3.3.2.2,create target list of voters to impersonate,3.3.2.2.1,X132,0.043333332999999995,1.0
2332,S50,3.3.2.2,create target list of voters to impersonate,3.3.2.2.2,X133,0.072222222,1.0
2333,S50,3.3.2.2,create target list of voters to impersonate,3.3.2.2.3,X134,0.052222222,1.0
2334,S51,3.3.2.3,execute impersonated voting,"3.3.2.3.1, 3.3.2.3.2, 3.3.2.3.3, 3.3.2.3.4, 3.3.2.3.5","X135, X136, X137, X138, X139",4.3209876925925915e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2335,S52,3.3.3,buy or coerce vote,"3.3.3.4, 3.3.3.2.1, 3.3.3.3.1","X152, X146, X148",0.00036968450075445803,"2.0, 2.0, 2.0"
2336,S52,3.3.3,buy or coerce vote,"3.3.3.4, 3.3.3.2.1, 3.3.3.3.2","X152, X146, X149",0.0002640603590397805,"2.0, 2.0, 2.0"
2337,S52,3.3.3,buy or coerce vote,"3.3.3.4, 3.3.3.2.1, 3.3.3.3.3","X152, X146, X150",0.0003432784629492455,"2.0, 2.0, 2.0"
2338,S52,3.3.3,buy or coerce vote,"3.3.3.4, 3.3.3.2.1, 3.3.3.3.4","X152, X146, X151",0.00031687242989711926,"2.0, 2.0, 2.0"
2339,S52,3.3.3,buy or coerce vote,"3.3.3.4, 3.3.3.2.2, 3.3.3.3.1","X152, X147, X148",0.00036968450075445803,"2.0, 2.0, 2.0"
2340,S52,3.3.3,buy or coerce vote,"3.3.3.4, 3.3.3.2.2, 3.3.3.3.2","X152, X147, X149",0.0002640603590397805,"2.0, 2.0, 2.0"
2341,S52,3.3.3,buy or coerce vote,"3.3.3.4, 3.3.3.2.2, 3.3.3.3.3","X152, X147, X150",0.0003432784629492455,"2.0, 2.0, 2.0"
2342,S52,3.3.3,buy or coerce vote,"3.3.3.4, 3.3.3.2.2, 3.3.3.3.4","X152, X147, X151",0.00031687242989711926,"2.0, 2.0, 2.0"
2343,S52,3.3.3,buy or coerce vote,"3.3.3.4, 3.3.3.2.1, 3.3.3.3.1","X152, X146, X148",0.00036968450075445803,"2.0, 2.0, 2.0"
2344,S52,3.3.3,buy or coerce vote,"3.3.3.4, 3.3.3.2.1, 3.3.3.3.2","X152, X146, X149",0.0002640603590397805,"2.0, 2.0, 2.0"
2345,S52,3.3.3,buy or coerce vote,"3.3.3.4, 3.3.3.2.1, 3.3.3.3.3","X152, X146, X150",0.0003432784629492455,"2.0, 2.0, 2.0"
2346,S52,3.3.3,buy or coerce vote,"3.3.3.4, 3.3.3.2.1, 3.3.3.3.4","X152, X146, X151",0.00031687242989711926,"2.0, 2.0, 2.0"
2347,S52,3.3.3,buy or coerce vote,"3.3.3.4, 3.3.3.2.2, 3.3.3.3.1","X152, X147, X148",0.00036968450075445803,"2.0, 2.0, 2.0"
2348,S52,3.3.3,buy or coerce vote,"3.3.3.4, 3.3.3.2.2, 3.3.3.3.2","X152, X147, X149",0.0002640603590397805,"2.0, 2.0, 2.0"
2349,S52,3.3.3,buy or coerce vote,"3.3.3.4, 3.3.3.2.2, 3.3.3.3.3","X152, X147, X150",0.0003432784629492455,"2.0, 2.0, 2.0"
2350,S52,3.3.3,buy or coerce vote,"3.3.3.4, 3.3.3.2.2, 3.3.3.3.4","X152, X147, X151",0.00031687242989711926,"2.0, 2.0, 2.0"
2351,S53,3.3.3.1,motivate voter,3.3.3.1.1.2,X142,0.111111111,2.0
2352,S53,3.3.3.1,motivate voter,3.3.3.1.2.1,X143,0.07777777799999999,2.0
2353,S53,3.3.3.1,motivate voter,3.3.3.1.2.2,X144,0.061111110999999996,2.0
2354,S53,3.3.3.1,motivate voter,3.3.3.1.2.3,X145,0.061111110999999996,2.0
2355,S53,3.3.3.1,motivate voter,3.3.3.1.1.1.1,X140,0.07777777799999999,2.0
2356,S53,3.3.3.1,motivate voter,3.3.3.1.1.1.2,X141,0.07777777799999999,2.0
2357,S54,3.3.3.1.1,pay,3.3.3.1.1.2,X142,0.111111111,2.0
2358,S54,3.3.3.1.1,pay,3.3.3.1.1.1.1,X140,0.07777777799999999,2.0
2359,S54,3.3.3.1.1,pay,3.3.3.1.1.1.2,X141,0.07777777799999999,2.0
2360,S55,3.3.3.1.1.1,pay for candidate support,3.3.3.1.1.1.1,X140,0.07777777799999999,2.0
2361,S55,3.3.3.1.1.1,pay for candidate support,3.3.3.1.1.1.2,X141,0.07777777799999999,2.0
2362,S56,3.3.3.1.2,coerce,3.3.3.1.2.1,X143,0.07777777799999999,2.0
2363,S56,3.3.3.1.2,coerce,3.3.3.1.2.2,X144,0.061111110999999996,2.0
2364,S56,3.3.3.1.2,coerce,3.3.3.1.2.3,X145,0.061111110999999996,2.0
2365,S57,3.3.3.2,direct voters,3.3.3.2.1,X146,0.07777777799999999,2.0
2366,S57,3.3.3.2,direct voters,3.3.3.2.2,X147,0.07777777799999999,2.0
2367,S58,3.3.3.3,verify bought vote,3.3.3.3.1,X148,0.07777777799999999,2.0
2368,S58,3.3.3.3,verify bought vote,3.3.3.3.2,X149,0.055555556,2.0
2369,S58,3.3.3.3,verify bought vote,3.3.3.3.3,X150,0.072222222,2.0
2370,S58,3.3.3.3,verify bought vote,3.3.3.3.4,X151,0.066666667,2.0
2371,S59,3.3.4,vote more than once,3.3.4.1,X153,0.046666667,2.0
2372,S59,3.3.4,vote more than once,3.3.4.2,X154,0.06888888900000001,2.0
2373,S59,3.3.4,vote more than once,3.3.4.3,X155,0.072222222,2.0
2374,S60,4,experience technical failure,N/A,N/A,N/A,N/A
2375,S61,4.1,experience operational error,4.1.1,X156,0.1,1.0
2376,S61,4.1,experience operational error,4.1.2,X157,0.061111110999999996,2.0
2377,S61,4.1,experience operational error,4.1.3,X158,0.07777777799999999,2.0
2378,S61,4.1,experience operational error,4.1.4,X159,0.08,2.0
2379,S61,4.1,experience operational error,4.1.5,X160,0.066666667,2.0
2380,S61,4.1,experience operational error,4.1.6,X161,0.061111110999999996,2.0
2381,S61,4.1,experience operational error,4.1.7,X162,0.046666667,2.0
2382,S61,4.1,experience operational error,4.1.8,X163,0.15,1.0
2383,S62,4.2,experience undetected tabulation errors,4.2.1,X164,0.105555556,3.0
2384,S62,4.2,experience undetected tabulation errors,4.2.2,X165,0.12222222199999999,3.0
2385,S62,4.2,experience undetected tabulation errors,4.2.3,X166,0.12222222199999999,3.0
2386,S62,4.2,experience undetected tabulation errors,4.2.4,X167,0.07777777799999999,3.0
2387,S62,4.2,experience undetected tabulation errors,4.2.5,X168,0.105555556,3.0
2388,S62,4.2,experience undetected tabulation errors,4.2.6,X169,0.07777777799999999,3.0
2389,S62,4.2,experience undetected tabulation errors,4.2.7,X170,0.061111110999999996,3.0
2390,S62,4.2,experience undetected tabulation errors,4.2.8,X171,0.12222222199999999,3.0
2391,S62,4.2,experience undetected tabulation errors,4.2.9,X172,0.11666666699999999,3.0
2392,S63,4.3,experience errors in ballot preparation,4.3.1,X173,0.072222222,1.0
2393,S63,4.3,experience errors in ballot preparation,4.3.2,X174,0.07777777799999999,1.0
2394,S63,4.3,experience errors in ballot preparation,4.3.3,X175,0.046666667,1.0
2395,S63,4.3,experience errors in ballot preparation,4.3.4,X176,0.057777777999999995,1.0
2396,S63,4.3,experience errors in ballot preparation,4.3.5,X177,0.072222222,1.0
2397,S64,5,commit errors in operations,N/A,N/A,N/A,N/A
2398,S65,5.1,commit errors in polling place operations,5.1.2,X186,0.105555556,2.0
2399,S65,5.1,commit errors in polling place operations,5.1.1.1,X180,0.066666667,2.0
2400,S65,5.1,commit errors in polling place operations,5.1.1.2,X181,0.12222222199999999,2.0
2401,S65,5.1,commit errors in polling place operations,5.1.1.3,X182,0.083333333,2.0
2402,S65,5.1,commit errors in polling place operations,5.1.1.4,X183,0.15,2.0
2403,S65,5.1,commit errors in polling place operations,5.1.1.5,X184,0.15,2.0
2404,S65,5.1,commit errors in polling place operations,5.1.1.6,X185,0.088888889,2.0
2405,S65,5.1,commit errors in polling place operations,5.1.3.1,X187,0.133333333,2.0
2406,S65,5.1,commit errors in polling place operations,5.1.3.2,X188,0.133333333,2.0
2407,S65,5.1,commit errors in polling place operations,5.1.3.3,X189,0.088888889,2.0
2408,S65,5.1,commit errors in polling place operations,5.1.4.1,X190,0.055555556,2.0
2409,S65,5.1,commit errors in polling place operations,5.1.4.2,X191,0.12222222199999999,2.0
2410,S65,5.1,commit errors in polling place operations,5.1.4.3,X192,0.07777777799999999,2.0
2411,S65,5.1,commit errors in polling place operations,5.1.5.1,X193,0.111111111,1.0
2412,S65,5.1,commit errors in polling place operations,5.1.5.2,X194,0.07777777799999999,1.0
2413,S65,5.1,commit errors in polling place operations,5.1.5.3,X195,0.055555556,1.0
2414,S65,5.1,commit errors in polling place operations,5.1.5.4,X196,0.088888889,1.0
2415,S65,5.1,commit errors in polling place operations,5.1.5.5,X197,0.061111110999999996,1.0
2416,S65,5.1,commit errors in polling place operations,5.1.5.6,X198,0.061111110999999996,1.0
2417,S65,5.1,commit errors in polling place operations,5.1.5.7,nan,0.01,nan
2418,S65,5.1,commit errors in polling place operations,5.1.5.8,X199,0.055555556,1.0
2419,S65,5.1,commit errors in polling place operations,5.1.5.9,nan,0.01,nan
2420,S65,5.1,commit errors in polling place operations,5.1.5.10,X200,0.096666667,1.0
2421,S65,5.1,commit errors in polling place operations,5.1.5.11,X201,0.072222222,1.0
2422,S65,5.1,commit errors in polling place operations,5.1.5.12,X202,0.061111110999999996,1.0
2423,S65,5.1,commit errors in polling place operations,5.1.6.1,X203,0.105555556,2.0
2424,S65,5.1,commit errors in polling place operations,5.1.6.2,X204,0.066666667,2.0
