,Scenario #,Logic Gate #,Logic Gate Description, Terminal Nodes,Terminal Nodes (X#s),Occurrence Probability,Phases
2064,S25,2.2,execute insider attack,"2.2.1.2.3, 2.2.1.2.1.3.1, 2.2.1.2.1.3.2, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.2","X92, X81, X82, X87, X88, X85",1.4560562850366076e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 2.0"
2065,S25,2.2,execute insider attack,"2.2.1.2.3, 2.2.1.2.1.3.1, 2.2.1.2.1.3.2, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.3","X92, X81, X82, X87, X88, X86",1.2480482469914815e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 2.0"
2066,S25,2.2,execute insider attack,"2.2.1.2.3, 2.2.1.2.1.4, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.1","X92, X83, X87, X88, X84",1.394303878424613e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2067,S25,2.2,execute insider attack,"2.2.1.2.3, 2.2.1.2.1.4, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.2","X92, X83, X87, X88, X85",1.7745685808371007e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2068,S25,2.2,execute insider attack,"2.2.1.2.3, 2.2.1.2.1.4, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.3","X92, X83, X87, X88, X86",1.5210587868340697e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2069,S25,2.2,execute insider attack,"2.2.1.2.3, 2.2.1.2.1.2.1, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.1","X92, X78, X87, X88, X84",1.5015580318291583e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2070,S25,2.2,execute insider attack,"2.2.1.2.3, 2.2.1.2.1.2.1, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.2","X92, X78, X87, X88, X85",1.911073867626547e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2071,S25,2.2,execute insider attack,"2.2.1.2.3, 2.2.1.2.1.2.1, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.3","X92, X78, X87, X88, X86",1.6380633186186044e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2072,S25,2.2,execute insider attack,"2.2.1.2.3, 2.2.1.2.1.2.2, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.1","X92, X79, X87, X88, X84",1.287049744325814e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2073,S25,2.2,execute insider attack,"2.2.1.2.3, 2.2.1.2.1.2.2, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.2","X92, X79, X87, X88, X85",1.6380633186186044e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2074,S25,2.2,execute insider attack,"2.2.1.2.3, 2.2.1.2.1.2.2, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.3","X92, X79, X87, X88, X86",1.4040542761103489e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2075,S25,2.2,execute insider attack,"2.2.1.2.3, 2.2.1.2.1.2.3, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.1","X92, X80, X87, X88, X84",1.5015580318291583e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2076,S25,2.2,execute insider attack,"2.2.1.2.3, 2.2.1.2.1.2.3, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.2","X92, X80, X87, X88, X85",1.911073867626547e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2077,S25,2.2,execute insider attack,"2.2.1.2.3, 2.2.1.2.1.2.3, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.3","X92, X80, X87, X88, X86",1.6380633186186044e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2078,S26,2.2.1,attack at polling place,2.2.1.1.2,X68,0.07777777799999999,2.0
2079,S26,2.2.1,attack at polling place,2.2.1.1.3,X69,0.066666667,2.0
2080,S26,2.2.1,attack at polling place,2.2.1.1.4,X70,0.11666666699999999,2.0
2081,S26,2.2.1,attack at polling place,2.2.1.1.5,X71,0.07777777799999999,2.0
2082,S26,2.2.1,attack at polling place,2.2.1.1.6,X72,0.06888888900000001,2.0
2083,S26,2.2.1,attack at polling place,2.2.1.1.7,X73,0.06888888900000001,2.0
2084,S26,2.2.1,attack at polling place,2.2.1.1.8,X74,0.07777777799999999,2.0
2085,S26,2.2.1,attack at polling place,2.2.1.1.9,X75,0.066666667,2.0
2086,S26,2.2.1,attack at polling place,2.2.1.1.10,X76,0.072222222,2.0
2087,S26,2.2.1,attack at polling place,2.2.1.1.1.1,X63,0.083333333,2.0
2088,S26,2.2.1,attack at polling place,2.2.1.1.1.2,X64,0.061111110999999996,2.0
2089,S26,2.2.1,attack at polling place,2.2.1.1.1.3,X65,0.07777777799999999,2.0
2090,S26,2.2.1,attack at polling place,2.2.1.1.1.4,X66,0.07777777799999999,2.0
2091,S26,2.2.1,attack at polling place,2.2.1.1.1.5,X67,0.061111110999999996,2.0
2092,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.3.1, 2.2.1.2.1.3.2","X92, X81, X82",0.00030946502119341565,"2.0, 2.0, 2.0"
2093,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.1, 2.2.1.2.2.2.1","X92, X77, X89",0.0004641975300493827,"2.0, 2.0, 2.0"
2094,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.1, 2.2.1.2.2.2.2","X92, X77, X90",0.0004641975300493827,"2.0, 2.0, 2.0"
2095,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.1, 2.2.1.2.2.2.3","X92, X77, X91",0.0004641975300493827,"2.0, 2.0, 2.0"
2096,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.4, 2.2.1.2.2.2.1","X92, X83, X89",0.0002514403286316872,"2.0, 2.0, 2.0"
2097,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.4, 2.2.1.2.2.2.2","X92, X83, X90",0.0002514403286316872,"2.0, 2.0, 2.0"
2098,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.4, 2.2.1.2.2.2.3","X92, X83, X91",0.0002514403286316872,"2.0, 2.0, 2.0"
2099,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.2.1, 2.2.1.2.2.2.1","X92, X78, X89",0.00027078189397942385,"2.0, 2.0, 2.0"
2100,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.2.1, 2.2.1.2.2.2.2","X92, X78, X90",0.00027078189397942385,"2.0, 2.0, 2.0"
2101,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.2.1, 2.2.1.2.2.2.3","X92, X78, X91",0.00027078189397942385,"2.0, 2.0, 2.0"
2102,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.2.2, 2.2.1.2.2.2.1","X92, X79, X89",0.0002320987667654321,"2.0, 2.0, 2.0"
2103,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.2.2, 2.2.1.2.2.2.2","X92, X79, X90",0.0002320987667654321,"2.0, 2.0, 2.0"
2104,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.2.2, 2.2.1.2.2.2.3","X92, X79, X91",0.0002320987667654321,"2.0, 2.0, 2.0"
2105,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.2.3, 2.2.1.2.2.2.1","X92, X80, X89",0.00027078189397942385,"2.0, 2.0, 2.0"
2106,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.2.3, 2.2.1.2.2.2.2","X92, X80, X90",0.00027078189397942385,"2.0, 2.0, 2.0"
2107,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.2.3, 2.2.1.2.2.2.3","X92, X80, X91",0.00027078189397942385,"2.0, 2.0, 2.0"
2108,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.1, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.1","X92, X77, X87, X88, X84",2.574099469345882e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2109,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.1, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.2","X92, X77, X87, X88, X85",3.2761266126662594e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2110,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.1, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.3","X92, X77, X87, X88, X86",2.808108531159884e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2111,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.3.1, 2.2.1.2.1.3.2, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.1","X92, X81, X82, X87, X88, X84",1.1440442186085564e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 2.0"
2112,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.3.1, 2.2.1.2.1.3.2, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.2","X92, X81, X82, X87, X88, X85",1.4560562850366076e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 2.0"
2113,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.3.1, 2.2.1.2.1.3.2, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.3","X92, X81, X82, X87, X88, X86",1.2480482469914815e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 2.0"
2114,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.4, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.1","X92, X83, X87, X88, X84",1.394303878424613e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2115,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.4, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.2","X92, X83, X87, X88, X85",1.7745685808371007e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2116,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.4, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.3","X92, X83, X87, X88, X86",1.5210587868340697e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2117,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.2.1, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.1","X92, X78, X87, X88, X84",1.5015580318291583e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2118,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.2.1, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.2","X92, X78, X87, X88, X85",1.911073867626547e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2119,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.2.1, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.3","X92, X78, X87, X88, X86",1.6380633186186044e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2120,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.2.2, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.1","X92, X79, X87, X88, X84",1.287049744325814e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2121,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.2.2, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.2","X92, X79, X87, X88, X85",1.6380633186186044e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2122,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.2.2, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.3","X92, X79, X87, X88, X86",1.4040542761103489e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2123,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.2.3, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.1","X92, X80, X87, X88, X84",1.5015580318291583e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2124,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.2.3, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.2","X92, X80, X87, X88, X85",1.911073867626547e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2125,S26,2.2.1,attack at polling place,"2.2.1.2.3, 2.2.1.2.1.2.3, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.3","X92, X80, X87, X88, X86",1.6380633186186044e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2126,S27,2.2.1.1,discourage voters,2.2.1.1.2,X68,0.07777777799999999,2.0
2127,S27,2.2.1.1,discourage voters,2.2.1.1.3,X69,0.066666667,2.0
2128,S27,2.2.1.1,discourage voters,2.2.1.1.4,X70,0.11666666699999999,2.0
2129,S27,2.2.1.1,discourage voters,2.2.1.1.5,X71,0.07777777799999999,2.0
2130,S27,2.2.1.1,discourage voters,2.2.1.1.6,X72,0.06888888900000001,2.0
2131,S27,2.2.1.1,discourage voters,2.2.1.1.7,X73,0.06888888900000001,2.0
2132,S27,2.2.1.1,discourage voters,2.2.1.1.8,X74,0.07777777799999999,2.0
2133,S27,2.2.1.1,discourage voters,2.2.1.1.9,X75,0.066666667,2.0
2134,S27,2.2.1.1,discourage voters,2.2.1.1.10,X76,0.072222222,2.0
2135,S27,2.2.1.1,discourage voters,2.2.1.1.1.1,X63,0.083333333,2.0
2136,S27,2.2.1.1,discourage voters,2.2.1.1.1.2,X64,0.061111110999999996,2.0
2137,S27,2.2.1.1,discourage voters,2.2.1.1.1.3,X65,0.07777777799999999,2.0
2138,S27,2.2.1.1,discourage voters,2.2.1.1.1.4,X66,0.07777777799999999,2.0
2139,S27,2.2.1.1,discourage voters,2.2.1.1.1.5,X67,0.061111110999999996,2.0
2140,S28,2.2.1.1.1,challenge at CheckIn,2.2.1.1.1.1,X63,0.083333333,2.0
2141,S28,2.2.1.1.1,challenge at CheckIn,2.2.1.1.1.2,X64,0.061111110999999996,2.0
2142,S28,2.2.1.1.1,challenge at CheckIn,2.2.1.1.1.3,X65,0.07777777799999999,2.0
2143,S28,2.2.1.1.1,challenge at CheckIn,2.2.1.1.1.4,X66,0.07777777799999999,2.0
2144,S28,2.2.1.1.1,challenge at CheckIn,2.2.1.1.1.5,X67,0.061111110999999996,2.0
2145,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.3.1, 2.2.1.2.1.3.2","X92, X81, X82",0.00030946502119341565,"2.0, 2.0, 2.0"
2146,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.1, 2.2.1.2.2.2.1","X92, X77, X89",0.0004641975300493827,"2.0, 2.0, 2.0"
2147,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.1, 2.2.1.2.2.2.2","X92, X77, X90",0.0004641975300493827,"2.0, 2.0, 2.0"
2148,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.1, 2.2.1.2.2.2.3","X92, X77, X91",0.0004641975300493827,"2.0, 2.0, 2.0"
2149,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.4, 2.2.1.2.2.2.1","X92, X83, X89",0.0002514403286316872,"2.0, 2.0, 2.0"
2150,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.4, 2.2.1.2.2.2.2","X92, X83, X90",0.0002514403286316872,"2.0, 2.0, 2.0"
2151,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.4, 2.2.1.2.2.2.3","X92, X83, X91",0.0002514403286316872,"2.0, 2.0, 2.0"
2152,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.2.1, 2.2.1.2.2.2.1","X92, X78, X89",0.00027078189397942385,"2.0, 2.0, 2.0"
2153,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.2.1, 2.2.1.2.2.2.2","X92, X78, X90",0.00027078189397942385,"2.0, 2.0, 2.0"
2154,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.2.1, 2.2.1.2.2.2.3","X92, X78, X91",0.00027078189397942385,"2.0, 2.0, 2.0"
2155,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.2.2, 2.2.1.2.2.2.1","X92, X79, X89",0.0002320987667654321,"2.0, 2.0, 2.0"
2156,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.2.2, 2.2.1.2.2.2.2","X92, X79, X90",0.0002320987667654321,"2.0, 2.0, 2.0"
2157,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.2.2, 2.2.1.2.2.2.3","X92, X79, X91",0.0002320987667654321,"2.0, 2.0, 2.0"
2158,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.2.3, 2.2.1.2.2.2.1","X92, X80, X89",0.00027078189397942385,"2.0, 2.0, 2.0"
2159,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.2.3, 2.2.1.2.2.2.2","X92, X80, X90",0.00027078189397942385,"2.0, 2.0, 2.0"
2160,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.2.3, 2.2.1.2.2.2.3","X92, X80, X91",0.00027078189397942385,"2.0, 2.0, 2.0"
2161,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.1, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.1","X92, X77, X87, X88, X84",2.574099469345882e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2162,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.1, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.2","X92, X77, X87, X88, X85",3.2761266126662594e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2163,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.1, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.3","X92, X77, X87, X88, X86",2.808108531159884e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2164,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.3.1, 2.2.1.2.1.3.2, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.1","X92, X81, X82, X87, X88, X84",1.1440442186085564e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 2.0"
2165,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.3.1, 2.2.1.2.1.3.2, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.2","X92, X81, X82, X87, X88, X85",1.4560562850366076e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 2.0"
2166,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.3.1, 2.2.1.2.1.3.2, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.3","X92, X81, X82, X87, X88, X86",1.2480482469914815e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 2.0"
2167,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.4, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.1","X92, X83, X87, X88, X84",1.394303878424613e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2168,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.4, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.2","X92, X83, X87, X88, X85",1.7745685808371007e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2169,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.4, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.3","X92, X83, X87, X88, X86",1.5210587868340697e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2170,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.2.1, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.1","X92, X78, X87, X88, X84",1.5015580318291583e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2171,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.2.1, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.2","X92, X78, X87, X88, X85",1.911073867626547e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2172,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.2.1, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.3","X92, X78, X87, X88, X86",1.6380633186186044e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2173,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.2.2, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.1","X92, X79, X87, X88, X84",1.287049744325814e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2174,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.2.2, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.2","X92, X79, X87, X88, X85",1.6380633186186044e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2175,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.2.2, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.3","X92, X79, X87, X88, X86",1.4040542761103489e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2176,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.2.3, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.1","X92, X80, X87, X88, X84",1.5015580318291583e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2177,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.2.3, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.2","X92, X80, X87, X88, X85",1.911073867626547e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2178,S29,2.2.1.2,alter voter's vote,"2.2.1.2.3, 2.2.1.2.1.2.3, 2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.3","X92, X80, X87, X88, X86",1.6380633186186044e-06,"2.0, 2.0, 2.0, 2.0, 2.0"
2179,S30,2.2.1.2.1,access ballots to alter votes,2.2.1.2.1.1,X77,0.133333333,2.0
2180,S30,2.2.1.2.1,access ballots to alter votes,"2.2.1.2.1.3.1, 2.2.1.2.1.3.2","X81, X82",0.005925925962962963,"2.0, 2.0"
2181,S30,2.2.1.2.1,access ballots to alter votes,2.2.1.2.1.4,X83,0.072222222,2.0
2182,S30,2.2.1.2.1,access ballots to alter votes,2.2.1.2.1.2.1,X78,0.07777777799999999,2.0
2183,S30,2.2.1.2.1,access ballots to alter votes,2.2.1.2.1.2.2,X79,0.066666667,2.0
2184,S30,2.2.1.2.1,access ballots to alter votes,2.2.1.2.1.2.3,X80,0.07777777799999999,2.0
2185,S31,2.2.1.2.1.2,obtain MarkedBallot,2.2.1.2.1.2.1,X78,0.07777777799999999,2.0
2186,S31,2.2.1.2.1.2,obtain MarkedBallot,2.2.1.2.1.2.2,X79,0.066666667,2.0
2187,S31,2.2.1.2.1.2,obtain MarkedBallot,2.2.1.2.1.2.3,X80,0.07777777799999999,2.0
2188,S32,2.2.1.2.1.3,steal provisional ballot,"2.2.1.2.1.3.1, 2.2.1.2.1.3.2","X81, X82",0.005925925962962963,"2.0, 2.0"
2189,S33,2.2.1.2.2,tamper with ballots,2.2.1.2.2.2.1,X89,0.066666667,2.0
2190,S33,2.2.1.2.2,tamper with ballots,2.2.1.2.2.2.2,X90,0.066666667,2.0
2191,S33,2.2.1.2.2,tamper with ballots,2.2.1.2.2.2.3,X91,0.066666667,2.0
2192,S33,2.2.1.2.2,tamper with ballots,"2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.1","X87, X88, X84",0.00036968450075445803,"2.0, 2.0, 2.0"
2193,S33,2.2.1.2.2,tamper with ballots,"2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.2","X87, X88, X85",0.0004705075486145403,"2.0, 2.0, 2.0"
2194,S33,2.2.1.2.2,tamper with ballots,"2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.3","X87, X88, X86",0.00040329218539094644,"2.0, 2.0, 2.0"
2195,S34,2.2.1.2.2.1,subvert no-show vote,"2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.1","X87, X88, X84",0.00036968450075445803,"2.0, 2.0, 2.0"
2196,S34,2.2.1.2.2.1,subvert no-show vote,"2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.2","X87, X88, X85",0.0004705075486145403,"2.0, 2.0, 2.0"
2197,S34,2.2.1.2.2.1,subvert no-show vote,"2.2.1.2.2.1.2, 2.2.1.2.2.1.3, 2.2.1.2.2.1.1.3","X87, X88, X86",0.00040329218539094644,"2.0, 2.0, 2.0"
2198,S35,2.2.1.2.2.1.1,conceal pollbook tampering,2.2.1.2.2.1.1.1,X84,0.061111110999999996,2.0
2199,S35,2.2.1.2.2.1.1,conceal pollbook tampering,2.2.1.2.2.1.1.2,X85,0.07777777799999999,2.0
2200,S35,2.2.1.2.2.1.1,conceal pollbook tampering,2.2.1.2.2.1.1.3,X86,0.066666667,2.0
2201,S36,2.2.1.2.2.2,subvert MarkedBallot of voter,2.2.1.2.2.2.1,X89,0.066666667,2.0
2202,S36,2.2.1.2.2.2,subvert MarkedBallot of voter,2.2.1.2.2.2.2,X90,0.066666667,2.0
2203,S36,2.2.1.2.2.2,subvert MarkedBallot of voter,2.2.1.2.2.2.3,X91,0.066666667,2.0
2204,S37,2.2.2,attack other than polls,2.2.2.2,X106,0.072222222,3.0
2205,S37,2.2.2,attack other than polls,2.2.2.3,X107,0.072222222,3.0
2206,S37,2.2.2,attack other than polls,2.2.2.4,X108,0.061111110999999996,3.0
